original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
Jimmy Neutron: Boy Genius,12.739721,5.6,231,17.034386422832473,18.20917215568155,"jimmy neutron is a boy genius and way ahead of his friends but when it comes to being cool hes a little behind all until one day when his parents and parents all over earth are kidnapped by aliens its up to him to lead all the children of the world to rescue their parents Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction showdown gi villain genius alien rescue miniaturization robot battle laser gun spear boy genius Nickelodeon Movies, Universal Cartoon Studios, Paramount Animation United States of America English",12589,"Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction"
Cloverfield,46.942396,6.4,2251,17.034386422832473,18.955793202382242,"five young new yorkers throw their friend a goingaway party the night that a monster the size of a skyscraper descends upon the city told from the point of view of their video camera the film is a document of their attempt to survive the most surreal horrifying event of their lives Action,Thriller,Science Fiction helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friends alien rescue survival disaster escape giant monster kaiju military found footage aftercreditsstinger Paramount Pictures, Bad Robot United States of America Pусский, English",7191,"Action,Thriller,Science Fiction"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,5.8,286,17.034386422832473,18.17221939747438,"the turtles and the shredder battle once again this time for the last cannister of the ooze that created the turtles which shredder wants to create an army of new mutants Science Fiction,Adventure,Action,Comedy,Family crime fighter fight mutant turtle ninja reporter new york city New Line Cinema, Golden Harvest Company Hong Kong, United States of America English",1497,"Science Fiction,Adventure,Action,Comedy,Family"
The Untouchables,38.272889,7.6,1384,17.034386422832473,18.149796199770982,"young treasury agent elliot ness arrives in chicago and is determined to take down al capone but its not going to be easy because capone has the police in his pocket ness meets jimmy malone a veteran patrolman and probably the most honorable one on the force he asks malone to help him get capone but malone warns him that if he goes after capone he is going to war Crime,Drama,History,Thriller white suit al capone tough cop treasury agent untouchable tax evasion jury tampering rule of law rooftop chase cutting face while shaving 1930s Paramount Pictures United States of America English",117,"Crime,Drama,History,Thriller"
No Country for Old Men,53.645267,7.7,3003,17.034386422832473,18.960676750845643,"llewelyn moss stumbles upon dead bodies 2 million and a hoard of heroin in a texas desert but methodical killer anton chigurh comes looking for it with local sheriff ed tom bell hot on his trail the roles of prey and predator blur as the violent pursuit of money and justice collide Crime,Drama,Thriller texas drug traffic hitman united statesmexico barrier suspense Miramax Films, Scott Rudin Productions, Paramount Vantage, Mike Zoss Productions United States of America English, Español",6977,"Crime,Drama,Thriller"
Ride Along,28.468,6.1,853,17.034386422832473,18.852449004433552,"for the past two years highschool security guard ben has been trying to show decorated apd detective james that hes more than just a videogame junkie whos unworthy of james sister angela when ben finally gets accepted into the academy he thinks hes earned the seasoned policemans respect and asks for his blessing to marry angela knowing that a ride along will demonstrate if ben has what it takes to take care of his sister james invites him on a shift designed to scare the hell out of the trainee but when the wild night leads them to the most notorious criminal in the city james will find that his new partners rapidfire mouth is just as dangerous as the bullets speeding at it Action,Comedy police operation police officer brotherinlaw brotherinlaw relationship duringcreditsstinger black men Universal Pictures, Rainforest Films, Cube Vision, Relativity Media United States of America English",168530,"Action,Comedy"
Bridget Jones's Diary,35.310712,6.5,1356,17.034386422832473,19.457168647554493,"a chaotic bridget jones meets a snobbish lawyer and he soon enters her world of imperfections Comedy,Romance,Drama holiday london england england alcohol sex lovesickness telecaster birthday christmas party news broadcast sexual frustration diary cigarette daughter mother daughter relationship lawyer reporter extramarital affair duringcreditsstinger woman director christmas Miramax Films, Universal Pictures, Studio Canal, Working Title Films, Little Bird France, Ireland, United Kingdom, United States of America English",634,"Comedy,Romance,Drama"
Chocolat,28.727731,6.8,951,17.034386422832473,18.8426774097469,"a fable of emotional liberation and chocolate a mother and daughter move to a small french town where they open a chocolate shop the town religious and morally strict is against them as they represent freethinking and indulgence when a group of boat gypsies float down the river the prejudices of the mayor leads to a crisis Comedy,Drama,Romance chocolate mayor praline single mother daughter relationship Miramax Films, David Brown Productions, Fat Free United Kingdom, United States of America English, Français",392,"Comedy,Drama,Romance"
"Legally Blonde 2: Red, White & Blonde",4.340616,5.1,377,17.622173069956816,18.64314280710626,"after elle woods the eternally perky fashionably adventurous famously blonde harvard law grad gets fired by her law firm because of her opposition to animal testing she takes her fight to washington as an aide for congresswoman victoria rudd she pushes for a bill to ban testing once and for all but its her buildings doorman who advises her on how to get her way on the hill Comedy washington dc boston chambers of a barrister tierversuch lawyer Type A Films, Marc Platt Productions, Metro-Goldwyn-Mayer (MGM) United States of America English",10327,Comedy
Parental Guidance,14.604911,5.7,210,17.034386422832473,18.601102438817687,"artie and diane agree to look after their three grandkids when their typea helicopter parents need to leave town for work problems arise when the kids 21stcentury behavior collides with artie and dianes oldschool methods Comedy  Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Walden Media, Face Productions United States of America English",88042,Comedy
No Strings Attached,38.688822,6.1,1331,17.034386422832473,18.811238223485976,"emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend adam a relationship with one rule no strings attached but when a fling becomes a thing can sex friends stay best friends Comedy,Romance father son relationship casual meeting student of medicine friends valentine male female relationship open relationship sexual humor best friend casual sex best friends in love duringcreditsstinger fling father son conflict friends with benefit Katalyst Films, The Montecito Picture Company, Handsomecharlie Films United States of America English",41630,"Comedy,Romance"
